LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,BILL_SLOPE,PAY_SLOPE,DELINQUENCY_PERSISTENCE,MAX_DELINQUENCY,REPAYMENT_RATIO,REPAYMENT_STABILITY,UTILIZATION_RATE,UTILIZATION_TREND,ID,True_Label,Prediction_Score,Base_Value,SHAP_LIMIT_BAL,SHAP_SEX,SHAP_EDUCATION,SHAP_MARRIAGE,SHAP_AGE,SHAP_PAY_1,SHAP_PAY_2,SHAP_PAY_3,SHAP_PAY_4,SHAP_PAY_5,SHAP_PAY_6,SHAP_BILL_AMT1,SHAP_BILL_AMT2,SHAP_BILL_AMT3,SHAP_BILL_AMT4,SHAP_BILL_AMT5,SHAP_BILL_AMT6,SHAP_PAY_AMT1,SHAP_PAY_AMT2,SHAP_PAY_AMT3,SHAP_PAY_AMT4,SHAP_PAY_AMT5,SHAP_PAY_AMT6,SHAP_BILL_SLOPE,SHAP_PAY_SLOPE,SHAP_DELINQUENCY_PERSISTENCE,SHAP_MAX_DELINQUENCY,SHAP_REPAYMENT_RATIO,SHAP_REPAYMENT_STABILITY,SHAP_UTILIZATION_RATE,SHAP_UTILIZATION_TREND
20000.0,1,1,1,44,0,0,0,0,0,0,17974.0,32768.0,16057.0,14189.0,13265.0,12214.0,2000.0,1506.0,1000.0,800.0,1000.0,1000.0,2547.914285714284,191.9428571428571,0,0,0.06862155765112522,449.8362665089006,0.8871806409679516,0.1273893448184733,4793,0,0.1354766391703001,-1.3851942894421188,0.08227854625921756,0.08162356745009998,-0.014628014821097253,-0.006812800627674799,-0.02319331812921038,-0.12284636959255518,-0.011157269829253465,0.01118748900557614,-0.00929942803855873,-0.0020943831554653754,-0.014282248515175117,-0.03450668406284926,-0.016948070877791713,-0.03379749666431683,-0.03036615857404355,0.010427588697100273,-0.029666257172045758,0.012263318300245473,0.08904230134796204,-0.09401488086168572,0.01096161833095857,0.001908611585015842,0.032161035648556865,-0.06922280355009562,-0.03882450369476039,-0.12385281901055156,-0.2635317698296559,0.023468222836679865,-0.07955104689717293,0.20518787494382343,-0.010098667367671652
140000.0,1,2,2,25,2,0,0,0,0,0,142697.0,137269.0,133767.0,120287.0,117183.0,119575.0,5010.0,6377.0,5604.0,4160.0,8239.0,0.0,5409.942857142843,597.3714285714279,1,2,0.03813025523528794,2771.1279051438005,0.9175863029549789,0.038642172964070576,24025,1,0.8331446803161686,-1.3851942894421188,-0.02014942354725058,0.0303883456969294,0.014304295002453914,-0.02321876255174025,0.05201545129458909,1.0695991121658952,-0.016539874433535003,0.002625270199719965,-0.0003373056773623267,0.0007761847884697586,-0.012029763255504856,0.10271886315907483,0.045003561313001074,0.21360544103432152,0.08999255473743056,0.14673200832623065,0.009130616171258547,-0.18383132863778853,-0.12543788149456012,-0.028599542080399838,0.0325186285565675,0.0681242748162674,0.20965837477575794,-0.07108331816215277,0.08887480198364957,0.09468337805891015,0.9988246645596488,0.07703757415163376,0.002002728015174704,0.1321965957792183,-0.006311010085628192
70000.0,2,2,1,33,0,0,0,0,0,-1,43981.0,33439.0,24926.0,10681.0,7431.0,4705.0,1683.0,3160.0,3000.0,3000.0,5060.0,5032.0,8247.114285714286,-641.2857142857154,0,0,0.16726055415295132,1318.8638165734424,0.2980028856730618,0.11781423530684257,13520,0,0.06493815207598473,-1.3851942894421188,-0.11585981325076279,-0.04069754123657917,0.03140354448658385,0.027490064478624225,-0.0463574489244216,-0.11608810958011766,-0.011902314241512477,0.006951354148101145,0.004360910100888144,-0.0006641833513703016,-0.004088090135989432,-0.1497195208176303,-0.06514932749521742,0.0027129611765842544,-0.0167952667241422,0.015248660909170627,0.022195969234386374,0.041643910114242615,-0.06582602590925248,-0.012214167529787318,-0.02890173063014075,-0.010075114546606343,-0.07448383489089376,0.01183357349184137,-0.048606253560074454,-0.1467343563880398,-0.3214775178149942,-0.012505069797336415,0.010246797082384447,-0.19873234405195248,0.0308072108854148
80000.0,2,3,2,54,0,-1,-1,0,0,0,60980.0,1541.0,4822.0,4918.0,5188.0,5797.0,1541.0,4822.0,324.0,500.0,700.0,500.0,7567.94285714286,497.0,0,0,0.10074837531682823,1731.918752905767,0.1734269988291813,0.09459810323799527,10470,0,0.09812738197378425,-1.3851942894421188,-0.0693085585910356,-0.02859630848808738,-0.05587661192735523,-0.013700277180883015,0.061422565794323244,-0.1484243769345752,-0.015035638615104293,0.007983274211996747,-0.013312994884522106,-0.0007766168830386405,-0.007686364082467267,-0.16296773252241553,-0.006071857228803646,0.043526605789874794,0.05999337923385103,0.0413180666861504,-0.011997131070670982,0.02165233890718674,0.09070364058392931,0.092631231691653,-0.009776248712575016,-0.05874851886542668,0.01606616638188148,-0.041927152996484515,0.002196615542009307,-0.13318142089849616,-0.25428047979868756,-0.06245094731311755,-0.06158128388517109,-0.16737441826306815,0.05256850607178433
80000.0,2,1,1,44,1,-1,-1,-1,-1,-1,-60.0,2400.0,595.0,1810.0,737.0,2555.0,2460.0,595.0,1815.0,737.0,2555.0,4290.0,-265.74285714285736,-398.62857142857206,1,1,1.5491415775068424,1366.2425358137064,0.01674354070574118,-0.003321744192483312,28978,0,0.17417230911534345,-1.3851942894421188,-0.07072763177526378,-0.020211420276417907,-0.005211134910260831,0.03719453310016967,0.048677145042037955,-0.08158908767728527,-0.01668010100164598,0.013253704382101206,0.003600700182013477,-0.006338422417268303,-0.008046451787772708,0.11373743040557092,0.07638624188592569,-0.03268800753521503,-0.0028108209832670566,0.044484605863156855,0.035601103978117304,0.06312507462973507,0.08099558833749451,-0.08700025195824675,0.032809639474382944,0.05737400145940835,-0.03295483736518727,0.04805699250657191,0.029638798488645784,0.05521206344849887,-0.28958153248973545,-0.01989721727183065,-0.015757767708367672,-0.14509391876965594,-0.07670578341610029
140000.0,1,1,2,36,0,0,0,0,0,0,74177.0,65336.0,53578.0,49288.0,43870.0,44854.0,4000.0,3500.0,2000.0,2500.0,1800.0,2000.0,6151.51428571428,417.142857142857,0,0,0.04771914564608099,909.2121131323904,0.394167422613648,0.04393907390457412,8467,1,0.07823074349690805,-1.3851942894421188,-0.05341969272764332,0.05054130442497572,-0.03182811725496238,-0.006947372344224063,-0.011581179721053082,-0.16206174128823764,-0.012321468419928348,0.005857816377749516,-0.01241014864473702,-0.0033823800272893166,-0.006063592386755059,-0.0990158624720632,-0.026480402485856484,0.02681585869717213,0.041216757916354665,-0.030375046866523488,0.018969995844122706,0.03204606775390853,-0.04442949271460875,-0.045485900808361394,-0.025035233796867232,-0.027497913651380525,0.025724722071992043,-0.018758004576532393,-0.0012677125764419732,-0.13790953088213057,-0.34208902213137166,0.05081759671724712,-0.06335482032419902,-0.11916306346966721,-0.052550349290559364
120000.0,2,2,2,24,0,0,0,0,0,2,112336.0,113351.0,115515.0,113948.0,122127.0,121962.0,4200.0,4100.0,4100.0,10000.0,4560.0,0.0,-2082.6000000000204,391.99999999999943,1,2,0.038556146673531265,3191.0290921059727,0.9711571848012377,-0.017354855376205347,13922,0,0.1671092017082043,-1.3851942894421188,-0.03577776735177756,-0.0130739673169311,0.015253061382109499,-0.034297474083377896,-0.0019497510107010978,-0.5051624527746782,-0.0651019354495105,0.0025008427626227623,-0.013748517340049537,-0.0005033227170311735,0.020652349915907888,0.04182717303329005,0.03379763065322484,0.024809271443451658,-0.0005731564343902243,0.013558194562859189,0.026602002357125773,-0.02377816262736277,0.007294923773413775,-0.007774249154915864,-0.1784114227752183,-0.023382458344752784,0.035081899589753114,-0.059614513654888644,-0.06049025328311939,-0.11280188389281808,0.5508088068584782,0.054247151191605544,0.015399518132180427,0.048713228626611885,0.024834485445481443
10000.0,2,1,2,22,1,3,3,2,0,0,6251.0,6498.0,6744.0,6977.0,6593.0,7481.0,500.0,500.0,500.0,242.0,1000.0,273.0,-190.51428571428687,-3.057142857142935,4,3,0.07436182019977802,271.31365612515714,0.6756657667566577,-0.019049523619066783,15767,0,0.5315867928740909,-1.3851942894421188,0.08017159608078246,-0.036904660260154744,0.006010162949624169,-0.030784893243751672,-0.027070039461539592,-0.22254943911211128,0.07307263989131822,0.014891236239921028,0.06445632146231338,0.005567052724765186,-0.011103238713374531,0.07061503998664737,0.012618212526219736,0.07736041357541021,-0.014577221068649652,-0.0036399137296598714,-0.007979625431395587,-0.05195564755142229,0.06621274317561791,0.09715156387239308,0.10063398782169998,-0.011877893356369741,0.05566471301291744,-0.02283784615088287,0.035859174769970706,0.3742539471016963,0.8013096604453525,-0.068616259105844,-0.058736707453226664,0.01906443224465953,0.12543043104404494
80000.0,2,1,2,24,-1,2,-1,-1,-1,-1,1275.0,887.0,890.0,382.0,2786.0,2557.0,2.0,893.0,382.0,2794.0,2561.0,77004.0,-331.4000000000005,-11212.171428571435,1,2,9.527910685805423,30916.32082681681,0.018285188101815394,-0.0041424482193972625,6595,0,0.0951405957600355,-1.3851942894421188,-0.05158376352923607,-0.019932230702464818,0.0050109610230996025,-0.08524316660947975,-0.011380279553674467,-0.26849484356318204,-0.027412808540157967,0.01086564966913626,0.007506603871386691,-0.036700653576396465,-0.015793819651873018,0.19371293160091638,-0.07152156273281184,-0.031182586884811014,0.08904655847415371,-0.014906902277932963,0.022984743289601105,0.007880335198891924,0.03999869002624872,0.08839976728381817,-0.06382035656141814,-0.05247637117477135,-0.41364682217523524,0.004191659425544974,-0.014412886897857101,-0.0690035141986935,0.529803331903256,-0.147749976141878,-0.24649436792996815,-0.1783562527663896,-0.0465176011412135
140000.0,2,2,2,24,2,2,2,2,2,2,50643.0,51916.0,52903.0,53652.0,52201.0,55497.0,2400.0,2400.0,2200.0,0.0,4300.0,2200.0,-739.2571428571518,-71.4285714285719,6,2,0.042611887769756926,1364.917579929279,0.3771544488967936,-0.0052803704463336015,15775,1,0.7643548404087103,-1.3851942894421188,-0.06474311059539851,-0.028857846404738447,0.015513999375542495,-0.007166009830383126,0.004002128206693578,0.7932788601241356,0.04634894331092381,0.016999037103685617,0.04932566254130683,0.02486425826625503,0.01039946419537949,-0.0730836198275281,-0.0038900324957049366,0.01936754014850912,0.008105514163612597,0.021310055754359732,-0.0012465289082035688,0.027826959688390173,-0.027097843791837255,-0.038169338010651505,0.0210492301082633,0.010874377280680957,0.10782246441303062,0.045759185872796086,0.03432279250056848,0.36287008534975257,1.1836897019973207,0.09121210646308071,0.02485632025265238,-0.0069560562415825105,-0.1066889919189373
140000.0,2,1,3,48,1,-1,-1,-1,-1,-1,0.0,780.0,1176.0,0.0,780.0,642.0,780.0,1176.0,0.0,780.0,642.0,0.0,-58.11428571428584,134.91428571428568,1,1,0.9997040544539805,471.19550082741665,0.004021399847143949,-0.00041509907582292866,28861,0,0.3968008656705324,-1.3851942894421188,-0.043485109648911335,-0.022329193856113597,0.011545043175138653,0.01064376666484459,0.15858511080435433,-0.06086275074492985,-0.011820240400364942,0.018409672839828625,-0.0167051092493777,-0.005081505951638548,-0.004844717359100699,0.20730531759451842,0.021305733058382986,-0.0075524117045773585,0.01613876788465405,0.02074237267402011,0.02437693431324009,0.012205920664471757,0.11640556690141014,0.46702149315927777,0.05409679972928939,0.00910758265090402,0.07404198726448345,0.005313052417972873,-0.022935412365685495,0.09827307496940657,-0.21711842034982404,-0.1160481022414151,0.04432679215736389,0.15609452745094735,-0.03077507758527235
90000.0,2,1,2,24,0,0,0,0,0,0,69542.0,64610.0,62725.0,57716.0,43970.0,36415.0,2366.0,4000.0,3000.0,2000.0,3480.0,15000.0,6644.685714285708,-1731.7142857142871,0,0,0.08909812256887745,4964.763908451908,0.6203227371547724,0.07382902094738625,25402,0,0.09179501372295892,-1.3851942894421188,-0.10329936412267421,-0.04206317988799209,-0.02588470821172658,-0.03838092415356661,-0.0273682218226579,-0.1546777818388243,-0.00968572790133735,0.007304520817388412,-0.0056276775476309555,-0.0011808809157107668,-0.007543154930152595,-0.13672106770329961,-0.004109256855714171,0.0438971206583428,-0.014692464064568641,-0.029441607546315113,-0.007378770319550587,0.03149144760408133,-0.038021223111723824,-0.00956915538136359,-0.021384658998084463,0.022781320453636605,-0.06383853699603192,-0.02179698337647035,0.11598349101274162,-0.11868387015832045,-0.29730567930624113,-0.005896527427190494,0.026094399553720022,0.06570581212211996,-0.03542452972889902
120000.0,2,2,1,51,0,0,0,0,0,0,138313.0,134057.0,130935.0,124458.0,78671.0,8730.0,5000.0,6000.0,3000.0,3000.0,2000.0,73000.0,23444.28571428571,-9371.428571428578,0,0,0.1495533718595824,28288.98489989817,0.8543873245500732,0.19536741955721795,16463,0,0.2969976319642285,-1.3851942894421188,-0.031222627837449106,-0.04853485266226038,0.002320242318872554,0.0770986931429868,0.07259567586083106,-0.08952534868062148,-0.009287017493214426,0.0039665250083353925,-0.00044636175405228946,-0.0007771325424636817,-0.008304521461494675,0.1572665198172039,0.13453232459091244,0.21418103174217734,0.11485740466023969,0.017278768884515745,-0.008806052274657602,0.07381248160956537,-0.33215834170811265,0.039489284571405305,-0.06346180303821879,0.0422976389181469,-0.41540654066565386,-0.24800739584843662,0.19682393928061245,-0.12428179847801475,-0.20614511882461542,0.12260163290120267,0.10488931515271446,0.5599528142522365,0.17595881530899635
80000.0,2,2,1,41,-1,-1,-1,-1,-1,-1,264.0,264.0,264.0,264.0,264.0,414.0,264.0,264.0,264.0,264.0,414.0,264.0,-21.42857142857148,-12.857142857142911,0,-1,0.9994236311239193,61.237243569579455,0.0036124548443144462,-0.00026785379468470983,25970,0,0.3330785630375388,-1.3851942894421188,-0.09482077396850265,-0.03445544224105107,0.022138191717347315,0.02645847759565267,-2.0099882762757002e-05,-0.04877671189799158,-0.010322063496888688,0.0411007725753552,-0.001697348411916065,-0.006075977034292296,-0.004471798342923957,0.4434336239005756,0.1599353247856929,-0.020362654431905193,-0.006673231731140555,0.048988682036607244,0.02376797485713387,0.02438491337804218,0.1796727474832428,0.29606229384678195,0.08886725290793493,0.05139051736506885,-0.06213164989641913,0.02090669663447401,-0.0022746947377526383,-0.10600341939869508,-0.2840643502498871,-0.08676171688905508,0.07177552844217618,0.01993778221019292,-0.05900842380568569
60000.0,2,2,2,26,0,0,0,0,0,0,58117.0,53986.0,47413.0,36527.0,28170.0,28963.0,2400.0,2050.0,2011.0,1200.0,1400.0,1200.0,6688.685714285712,250.31428571428546,0,0,0.040528958001714216,509.627478327716,0.7032549457509042,0.11147623730080686,15933,0,0.14738064459341083,-1.3851942894421188,0.09483667782826732,-0.022392712372004388,0.04050191863964078,-0.05053644005839757,0.015658860347595196,-0.13840478939468398,-0.011774285970682306,0.007343254962982952,0.00029787788886967165,0.0003128512792191111,-0.011741268165663241,-0.06768567793483879,-0.004465103639407889,0.029113649850914556,-0.009812839509538695,-0.026975942359552287,0.004084358489355169,0.04759930039948646,0.043053638966769336,-0.06666953688030106,-0.01317128538556409,-0.012554216202315045,0.034622949628878276,-0.025874433531814973,-0.0008623056569375478,-0.11910233608635118,-0.2565951854959215,0.04663788736590959,-0.08399434297142182,0.12973943623098344,0.05870978249126156
60000.0,2,2,2,24,0,0,0,0,0,0,29717.0,28208.0,21372.0,18746.0,16745.0,16544.0,2076.0,1500.0,1500.0,689.0,2000.0,2983.0,2939.4285714285697,-149.25714285714326,0,0,0.08183777116185574,765.4456653915199,0.3648050310272607,0.048989659696147894,2708,0,0.09314518134708581,-1.3851942894421188,0.11035909889894036,-0.03388481490974536,0.03551728246236478,0.009347305998376115,0.003488870663499179,-0.1449545178958336,-0.012866511257781016,0.013055058267213924,-0.013523791621073686,-0.0008207821008858173,-0.012080803935255034,-0.08645845888835278,-0.0005152851827422313,-0.008610532204893523,-0.016318563370380765,-0.04042712010035711,0.001114689203747016,0.022484159711409824,0.12190573614918684,-0.042535460701690196,0.09385430842550267,-0.005504138593036448,-0.030647886101563666,-0.13759810042209303,0.029909022914711467,-0.1302449532818393,-0.30804728119860664,-0.03215159146555171,-0.08289153988302672,-0.15782098961014746,-0.03376112452066148
20000.0,2,3,1,44,0,0,0,2,2,2,7661.0,8981.0,10860.0,12380.0,11400.0,0.0,1457.0,2600.0,2000.0,0.0,0.0,0.0,843.6571428571416,488.1428571428573,3,2,0.11810931497767291,1163.4695956491514,0.42732863356832157,0.042180748105451804,19118,0,0.3292141481641916,-1.3851942894421188,0.08929218854237196,-0.018669894839585272,-0.013858950567139802,0.03168303083058775,-0.04576913512710097,-0.3609572524413662,-0.05056606402976031,0.00449189172098328,0.016826387459851835,0.016923679724528518,0.008177174665477046,0.12494672527853704,0.05227881603793495,0.027565177192766625,-0.020138587995141236,-0.010056154068109217,0.04328144394866502,0.0142054168043077,-0.0016788071862330464,-0.05442062263476656,0.0009082286223201949,0.020546459617953677,0.05528629583856178,-0.04440237506906425,-0.028256257258088304,0.2630893895420331,0.6956590624596156,-0.030233738747504246,0.001991973811226245,0.016729992952504016,-0.13142269859985428
